key,name,kind,tier,lat,lon,km,mentions,sources,in,matched_as,unsearchable_forms,uri,first_seen
pl-580114,Tanagra,settlement|archaeological site,pin,38.30929,23.58649,38.2,2,2,thucydides/06-the-defeat.md(1); plutarch/05-pericles.md(1),Tanagra,0,https://pleiades.stoa.org/places/580114,e the enemy. Diitrephes first landed them at Tanagra and hastily snatched some booty; he t
pl-590006,Temple of Poseidon and Amphitrite on Tenos,temple,pin,37.55169,25.14289,133.4,2,2,apollo/01-homeric-hymn-delian.md(1); apollo/07-sophocles-oedipus.md(1),Amphitrite,1,https://pleiades.stoa.org/places/590006,Rhea and Ichnaea and Themis and loud-moaning Amphitrite and the other deathless goddesses
pl-580117,Tetrapolis,district,wash,38.15111,23.96443,27.9,2,2,theseus/00-plutarch-theseus.md(1); plutarch/01-theseus.md(1),Tetrapolis,0,https://pleiades.stoa.org/places/580117,"did no small mischief to the inhabitants of Tetrapolis. And having overcome it, he broug"
pl-270173116,Triangular Shrine,shrine,pin,37.97404,23.72193,1.2,19,1,apollo/08-pindar-pythian.md(19),HIERON|Hieron,2,https://pleiades.stoa.org/places/270173116,"THE PYTHIAN ODES. I. FOR HIERON OF AITNA, WINNER IN THE CHARIOT-RACE. * *"
pl-541080,Pyra,sanctuary (religious center)|temple,pin,38.75196,22.29911,151.0,7,1,apollo/08-pindar-pythian.md(7),Herakles,2,https://pleiades.stoa.org/places/541080,"was won at the Theban festival in honour of Herakles, or of Iolaos. Anaxilaos, tyrant of"
pl-570074,Amyklai,settlement,wash,37.03632,22.45026,154.2,3,1,apollo/08-pindar-pythian.md(3),Amyklai,0,https://pleiades.stoa.org/places/570074,"ntinually in the Dorian laws of Aigimios. At Amyklai they dwelt prosperously, when they we"
pl-570134,Astron,settlement|settlement-modern,pin,37.41635,22.76443,105.6,3,1,einstein-albert/01a-relativity-3rd-ed.md(3),Astron,0,https://pleiades.stoa.org/places/570134,"cal Consequences*: W. de Sitter, *M. N. Roy. Astron. Soc.*, LXXVI. p. 699, 1916; LXXVII. p"
pl-570248,Eurotas (river),"river, drainage",pin,37.05773,22.47818,150.8,3,1,lycurgus/01-plutarch-lycurgus.md(3),Eurotas,0,https://pleiades.stoa.org/places/570248,"ould have bathed yourself first in the river Eurotas."" After drinking moderately, every m"
pl-540837,Iolkos,settlement,pin,39.3663,22.96886,167.2,3,1,apollo/08-pindar-pythian.md(3),Iolkos,0,https://pleiades.stoa.org/places/540837,"hall have come to the sunny land of glorious Iolkos, whether a stranger or a citizen he be"
pl-580094,Psyttaleia (island),island,pin,37.94089,23.58839,13.1,3,1,herodotus/04-salamis.md(3),Psyttaleia,0,https://pleiades.stoa.org/places/580094,"ge number of Persians in the small island of Psyttaleia, which lies between Salamis and th"
pl-540624,Alpenos,settlement,pin,38.80185,22.58608,134.8,2,1,herodotus/03-thermopylai.md(2),Alpenoi|Alpenos,0,https://pleiades.stoa.org/places/540624,"idge of the mountain and ends by the town of Alpenos, which is the first town of the Locri"
pl-540613,Dimini,settlement,pin,39.36144,22.8938,169.4,2,1,apollo/08-pindar-pythian.md(2),Aison,0,https://pleiades.stoa.org/places/540613,"s; for it shall hardly be said that a son of Aison, born in the land, is come hither to a"
pl-570281,Helike,settlement|archaeological site,pin,38.22203,22.13181,142.1,2,1,lycurgus/06-herodotus-book-one.md(2),Helike,0,https://pleiades.stoa.org/places/570281,"me in Italy received its name), and Bura and Helike, to which the Ionians fled for refuge"
pl-540902,Lamia,settlement,pin,38.903,22.44259,151.6,2,1,cleopatra/06-horace-book-one.md(2),Lamia,0,https://pleiades.stoa.org/places/540902,"ith sunniest flowers A chaplet for my Lamia twine, Pimplea sweet! my praise we"
pl-570537,Orneai,settlement,pin,37.71785,22.54728,107.8,2,1,herodotus/04-salamis.md(2),Orneai,0,https://pleiades.stoa.org/places/570537,"lapse of time, being originally citizens of Orneai or the dwellers in the country round O"
pl-570756,Troizen,settlement,pin,37.50311,23.34849,63.0,2,1,herodotus/04-salamis.md(2),Troizen,0,https://pleiades.stoa.org/places/570756,"he could. So the greater number sent them to Troizen, but others to Egina, and others to S"
pl-745058964,Acamantis,"people, tribe (historical cultural group)",wash,37.88406,23.90244,18.9,1,1,plutarch/05-pericles.md(1),Acamantis,0,https://pleiades.stoa.org/places/745058964,"shall here find. Pericles was of the tribe Acamantis, and the township Cholargus, of the"
pl-570043,Aigeira,settlement,pin,38.12855,22.3782,119.2,1,1,lycurgus/06-herodotus-book-one.md(1),Aigeira,0,https://pleiades.stoa.org/places/570043,"from the side of Sikyon) comes Pellene, then Aigeira and Aigai, in which last is the river"
pl-570049,Aigion,settlement,pin,38.25271,22.08195,147.0,1,1,lycurgus/06-herodotus-book-one.md(1),Aigion,0,https://pleiades.stoa.org/places/570049,"y were worsted by the Achaians in fight, and Aigion and Rhypes and Patreis and Phareis and"
pl-540630,Amphissa,settlement,pin,38.5184,22.37417,132.3,1,1,cleopatra/01-plutarch-antony.md(1),Amphissa,0,https://pleiades.stoa.org/places/540630,"measure or belief. Philotas, a physician of Amphissa, who was at that time a student of m"
pl-589693,Andros (island),island,pin,37.85546,24.85341,99.8,1,1,dante-alighieri/09-la-vita-nuova.md(1),Ανδρος,1,https://pleiades.stoa.org/places/589693,"Οὐδὲ ἐῴκει Ἀνδρός γε θνητοῦ παῖς ἔμμεναι, ἀλλὰ θεοῖο."
pl-540657,"Archegetes, T.",temple,pin,38.49929,22.74127,103.5,1,1,thucydides/05-the-sicilian-expedition.md(1),Archegetes,1,https://pleiades.stoa.org/places/540657,"founded Naxos and built the altar to Apollo Archegetes, which now stands outside the town"
pl-116805959,Argive Plain,plain,wash,37.58731,22.76185,95.6,1,1,theseus/04-hippolytus.md(1),Argive plain,0,https://pleiades.stoa.org/places/116805959,"rein, Each hand, to speed him, toward the Argive plain And Epidaurus."
pl-579889,Aulis,settlement,pin,38.43026,23.59365,51.0,1,1,shakespeare-william/38-two-noble-kinsmen.md(1),Aulis,0,https://pleiades.stoa.org/places/579889,"] As before, hence you, And at the banks of Aulis meet us with The forces you can raise,"
pl-579879,Brauron/sanctuary of Artemis Brauronia,sanctuary (religious center)|temple,pin,37.92615,23.99371,24.2,1,1,plutarch/04-solon.md(1),Brauron,1,https://pleiades.stoa.org/places/579879,"em the island, and that one of them dwelt at Brauron in Attica, the other at Melite; and t"
pl-691939634,Civic Offices,building|stoa,pin,37.97475,23.72258,1.1,1,1,gutenberg/05-devinne-coster-downfall.md(1),civic offices,0,https://pleiades.stoa.org/places/691939634,"d governor of the hospital. He is the man of civic offices, of wealth and high social posi"
pl-540735,"Dionysos, T.",temple,pin,38.52368,22.95317,90.4,1,1,lycurgus/06-herodotus-book-one.md(1),Dionysos,1,https://pleiades.stoa.org/places/540735,"men of Smyrna were celebrating a festival to Dionysos outside the walls, and then they clo"
pl-310115518,Dipylon Gate,"gate (of a city), city gate",pin,37.97854,23.71898,0.9,1,1,plutarch/05-pericles.md(1),Dipylon,0,https://pleiades.stoa.org/places/310115518,"he Thriasian Gates, which are now called the Dipylon, or Double Gate. On the other hand,"
pl-540744,Dryopes,"people, tribe (historical cultural group)",pin,38.26673,24.20768,52.5,1,1,thucydides/06-the-defeat.md(1),Dryopes,0,https://pleiades.stoa.org/places/540744,"he Athenians, except the Carystians, who are Dryopes, and although subjects and obliged to"
pl-570227,Ephyra? (island),island,pin,36.78891,24.23851,140.3,1,1,apollo/08-pindar-pythian.md(1),Ephyra,0,https://pleiades.stoa.org/places/570227,to tale. I have hope that when the folk of Ephyra pour forth my sweet strains by Peneus'
pl-137478922,Gate at 25 Erechtheiou St./South Gate/Gate XIII,"gate (of a city), city gate",pin,37.96729,23.72523,1.8,1,1,gautama-buddha/08-fa-hien.md(1),south gate,0,https://pleiades.stoa.org/places/137478922,"purpose. As you go out from the city by the south gate, and 1,200 paces from it, the (Vai"
pl-540801,Haliartos,settlement|acropolis,pin,38.37832,23.0866,71.2,1,1,apollo/02-homeric-hymn-pythian.md(1),Haliartus,0,https://pleiades.stoa.org/places/540801,assed many-towered Ocalea and reached grassy Haliartus. (ll. 244-253) Then you went towar
pl-570274,Halieis,settlement|port,pin,37.31509,23.15263,89.9,1,1,thucydides/03-the-plague.md(1),Halieis,0,https://pleiades.stoa.org/places/570274,"s, they laid waste the territory of Troezen, Halieis, and Hermione, all towns on the coast"
pl-540804,Halos,settlement,pin,39.15518,22.83437,151.6,1,1,gautama-buddha/04-jataka-book-one.md(1),halos,0,https://pleiades.stoa.org/places/540804,"ute of a Buddha), which issued from him like halos, and in pairs. Then, though mighty in v"
pl-540817,Histiaia/Hestiaia,settlement,pin,38.9466,23.09053,120.6,1,1,herodotus/04-salamis.md(1),Histiaia,1,https://pleiades.stoa.org/places/540817,"onians and having passed over from thence to Histiaia, after staying three days sailed thr"
pl-899305140,Ismenus (river),"river, drainage",pin,38.3248,23.3244,51.8,1,1,apollo/07-sophocles-oedipus.md(1),Ismenus,0,https://pleiades.stoa.org/places/899305140,"Both shrines of Pallas congregate, or where Ismenus gives his oracles by fire. For, as th"
pl-570330,Kardamyle (Messenia),settlement,pin,36.88478,22.23765,179.5,1,1,herodotus/04-salamis.md(1),Cardamyle,0,https://pleiades.stoa.org/places/570330,"rmion 42 and Asine, which latter is opposite Cardamyle in the Laconian land; and of the Le"
pl-579971,Kephale,settlement|deme (Athenian),pin,37.8118,23.99638,30.4,1,1,lycurgus/06-herodotus-book-one.md(1),kephale,0,https://pleiades.stoa.org/places/579971,e}. The translation is Rawlinson's.] 158 [ {kephale anamaxas}: cp. Hom. Od. xix. 92.] 15
pl-579974,Kephisos (river),"river, drainage",pin,38.04446,23.74243,6.9,1,1,apollo/02-homeric-hymn-pythian.md(1),Cephissus,2,https://pleiades.stoa.org/places/579974,"ent, O far-shooting Apollo, and reached next Cephissus' sweet stream which pours forth its"
pl-540880,Korax (mountain),mountain,pin,38.64722,22.25194,148.4,1,1,plutarch/06-alcibiades.md(1),corax,1,https://pleiades.stoa.org/places/540880,"e a colax he is,"" says Alcibiades, meaning a corax; on which it is remarked, ""How very ha"
pl-540889,Krisa,settlement|archaeological site|acropolis,pin,38.4654,22.45957,123.0,1,1,apollo/08-pindar-pythian.md(1),Krisa,0,https://pleiades.stoa.org/places/540889,"front shall give tidings of a victory won in Krisa's dells, glorious in the speech of men"
pl-492759697,Larisa Fortress (Argolid),fort|castle|acropolis|citadel,pin,37.638,22.715,96.9,1,1,thucydides/02-the-funeral-oration.md(1),Larisa,0,https://pleiades.stoa.org/places/492759697,"olymedes and Aristonus, two party leaders in Larisa; the Pharsalian general was Menon; eac"
pl-540911,Lelant(i)on Pedion,plain,wash,38.53,23.87,62.0,1,1,apollo/02-homeric-hymn-pythian.md(1),Lelantine plain,0,https://pleiades.stoa.org/places/540911,"in Euboea, famed for ships: you stood in the Lelantine plain, but it pleased not your hear"
pl-540930,Malis,region|map label location,pin,38.85937,22.41302,150.3,1,1,herodotus/03-thermopylai.md(1),Malis,0,https://pleiades.stoa.org/places/540930,"ch is the first town of the Locrians towards Malis, and by the stone called Black Buttocks"
pl-570459,Mantineia/Antigoneia,settlement,pin,37.61738,22.39258,124.2,1,1,herodotus/03-thermopylai.md(1),Mantineia,0,https://pleiades.stoa.org/places/570459,"ee hundred hoplites; of the men of Tegea and Mantineia a thousand, half from each place, f"
pl-582863,Melite,settlement|deme (Athenian),pin,37.97953,23.71841,0.9,1,1,plutarch/04-solon.md(1),Melite,0,https://pleiades.stoa.org/places/582863,"hem dwelt at Brauron in Attica, the other at Melite; and they have a township of Philaidae"
pl-570508,Nisaia,ruin|settlement,pin,37.97645,23.36368,31.9,1,1,lycurgus/06-herodotus-book-one.md(1),Nisaia,0,https://pleiades.stoa.org/places/570508,"against the Megarians, during which he took Nisaia and performed other signal service. An"
pl-540971,Oichalia?,settlement|archaeological site,pin,38.60268,24.09983,76.1,1,1,theseus/04-hippolytus.md(1),Oechalia,0,https://pleiades.stoa.org/places/540971,"* * * There roamed a Steed in Oechalia's wild, A Maid without yoke, wit"
pl-540987,Orchomenos/Orchomenus (Boeotia),tomb|settlement,pin,38.49332,22.9747,86.8,1,1,julius-caesar/civil-war-3.md(1),Orchomenus,1,https://pleiades.stoa.org/places/540987,"chaia. Kalenus recovered Delphi, Thebes, and Orchomenus, by a voluntary submission of thos"
pl-570543,Pagai,"settlement|port|church, monastery (deprecated)",pin,38.08492,23.19712,47.8,1,1,plutarch/05-pericles.md(1),Pegae,1,https://pleiades.stoa.org/places/570543,"round the Peloponnesus, having set out from Pegae, or The Fountains, the port of Megara,"
pl-580059,Parnes (mountain),mountain,pin,38.1734,23.7174,21.1,1,1,thucydides/02-the-funeral-oration.md(1),Parnes,0,https://pleiades.stoa.org/places/580059,and ravaged some of the demes between Mount Parnes and Brilessus. While they were in Atti
pl-585129,Phalerikon Teichos,"wall (of a city), city wall",wash,37.95339,23.71255,3.6,1,1,thucydides/02-the-funeral-oration.md(1),Phaleric wall,0,https://pleiades.stoa.org/places/585129,"he resident aliens who had heavy armour. The Phaleric wall ran for four miles, before it j"
pl-541042,Pharsalus,settlement|acropolis,pin,39.2885,22.38785,186.0,1,1,julius-caesar/civil-war-3.md(1),Pharsalus,0,https://pleiades.stoa.org/places/541042,"e enemy, he landed his men at a place called Pharsalus, without the loss of a single vesse"
pl-580076,Phlya,settlement|deme (Athenian),pin,38.02626,23.80683,8.4,1,1,plutarch/04-solon.md(1),Phlya,0,https://pleiades.stoa.org/places/580076,"three hundred noble citizens. And Myron of Phlya being their accuser, they were found gu"
pl-580079,Phyle,fort|deme (Athenian),pin,38.13996,23.63692,19.1,1,1,lycurgus/01-plutarch-lycurgus.md(1),phyle,2,https://pleiades.stoa.org/places/580079,"to Minerva Hellania, and after that you have phyle'd the people phyles, and obe'd them int"
pl-570622,Pogon,port,wash,37.75,23.25,49.3,1,1,herodotus/04-salamis.md(1),Pogon,0,https://pleiades.stoa.org/places/570622,"y had been ordered beforehand to assemble at Pogon, which is the harbour of the Troizenian"
pl-541065,Polis,settlement,pin,38.38529,22.07186,151.4,1,1,george-washington/01-rules-of-civility.md(1),polis,0,https://pleiades.stoa.org/places/541065,"compliments qui se fait parmy les plus polis, & particulierement ceux qui consistent"
pl-599919,Rheneia (island),island,pin,37.40411,25.22804,146.9,1,1,thucydides/01-the-method.md(1),Rhenea,1,https://pleiades.stoa.org/places/599919,"reduced many of the islands, and among them Rhenea, which he consecrated to the Delian Ap"
pl-570647,Rhypes,settlement|acropolis|archaeological site,pin,38.21393,22.01894,151.7,1,1,lycurgus/06-herodotus-book-one.md(1),Rhypes,0,https://pleiades.stoa.org/places/570647,"ted by the Achaians in fight, and Aigion and Rhypes and Patreis and Phareis and Olenos, wh"
pl-570662,Sellasia,ruin|settlement,pin,37.16927,22.4406,145.1,1,1,lycurgus/05-plutarch-agis.md(1),Sellasia,0,https://pleiades.stoa.org/places/570662,"getus, and as far as the cities of Malea and Sellasia, into four thousand five hundred lot"
pl-590044,Seriphos (island),island,pin,37.15608,24.4824,113.6,1,1,apollo/08-pindar-pythian.md(1),Seriphos,1,https://pleiades.stoa.org/places/590044,"d stricken the third sister, and to the isle Seriphos and its folk bare thence their doom."
pl-541092,Skiathos/Sciathus (island),island,pin,39.1669,23.4539,133.7,1,1,herodotus/04-salamis.md(1),Skiathos,1,https://pleiades.stoa.org/places/541092,"vessel which was keeping watch in advance at Skiathos, 56 and in which sailed Pytheas the"
pl-599944,Sporades (archipelago),"archipelago, island group|island",wash,39.14328,24.00973,131.2,1,1,theseus/02-the-labyrinth-and-icarus.md(1),Sporades,0,https://pleiades.stoa.org/places/599944,"s, or, according to some writers, one of the Sporades, a group that lay between the Cy"
pl-570706,Taygetos (mountain),mountain,pin,36.95354,22.34996,167.0,1,1,apollo/08-pindar-pythian.md(1),Taygetos,0,https://pleiades.stoa.org/places/570706,Herakleidai dwelling beneath the heights of Taygetos is to abide continually in the Doria
pl-71107898,Temple of Amphiaraus,temple,pin,38.29063,23.84467,35.6,1,1,lycurgus/06-herodotus-book-one.md(1),temple of Amphiaraos,0,https://pleiades.stoa.org/places/71107898,Now those which he sent to Delphi and to the temple of Amphiaraos he dedicated of his own
pl-570725,Therme,settlement,pin,37.9753,22.9734,66.1,1,1,thucydides/02-the-funeral-oration.md(1),Therme,0,https://pleiades.stoa.org/places/570725,"with Perdiccas, and induced them to restore Therme to him; upon which Perdiccas at once j"
pl-541141,Thespiai,settlement|archaeological site,pin,38.29453,23.15236,61.0,1,1,herodotus/04-salamis.md(1),Thespiai,0,https://pleiades.stoa.org/places/541141,verything in those regions. Now he had burnt Thespiai 3101 and Plataia because he was info
