key,name,kind,tier,lat,lon,from,until,locations,km,uri,why
pl-167876,Le Pouzin,bridge,pin,44.75479,4.74720,-30,640,0,1129.3,https://pleiades.stoa.org/places/167876,
pl-334484,Ain el Hammam,fort,pin,34.66473,2.95528,-30,300,0,1129.6,https://pleiades.stoa.org/places/334484,
pl-188754,Untitled,bridge,pin,47.56035,9.07463,-30,640,0,1129.8,https://pleiades.stoa.org/places/188754,
pl-550557,Gyges Tumulus,tumulus,pin,38.58017,28.00703,-750,-330,0,1129.9,https://pleiades.stoa.org/places/550557,
pl-550485,Bin Tepe,tumulus,pin,38.57249,28.00801,-750,-30,0,1130.0,https://pleiades.stoa.org/places/550485,
pl-511160,Artake Ins.,island,pin,40.37500,27.78600,-30,2100,0,1130.0,https://pleiades.stoa.org/places/511160,
pl-148072,Embonne,settlement,pin,43.29682,3.52480,-330,640,0,1130.1,https://pleiades.stoa.org/places/148072,
pl-148020,Blasco (island),island,pin,43.26325,3.50116,-330,2100,0,1130.2,https://pleiades.stoa.org/places/148020,
pl-148090,Gardies,settlement,pin,43.59650,3.73558,-550,-330,0,1130.3,https://pleiades.stoa.org/places/148090,
pl-550439,Apias Pedion,"labeled feature, label",pin,39.62189,27.93278,-330,300,0,1130.3,https://pleiades.stoa.org/places/550439,
pl-550556,Gygaia/Koloe/Talaimenis (lake),lake,pin,38.61880,28.01069,-750,2100,0,1130.3,https://pleiades.stoa.org/places/550556,
pl-128552,Žlkovce,settlement,pin,48.45912,17.71675,-30,300,0,1130.4,https://pleiades.stoa.org/places/128552,
pl-148133,Mesua,settlement,pin,43.42466,3.60783,-750,2100,0,1130.6,https://pleiades.stoa.org/places/148133,
pl-167900,St-Maurice-d’Ibie,temple,pin,44.50115,4.48305,-30,300,0,1130.7,https://pleiades.stoa.org/places/167900,
pl-599706,Kerameios/Doridis Sinus,water-open,pin,36.91304,27.85839,-550,2100,0,1130.8,https://pleiades.stoa.org/places/599706,
pl-171387,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171387,
pl-171388,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171388,
pl-171390,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171390,
pl-171391,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171391,
pl-171393,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171393,
pl-171394,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171394,
pl-171395,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171395,
pl-171396,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171396,
pl-171397,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171397,
pl-171398,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171398,
pl-171399,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171399,
pl-171400,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171400,
pl-171401,Untitled,road,wash,45.25000,5.25000,-30,640,0,1130.8,https://pleiades.stoa.org/places/171401,
